2019-07-11,Due to intensified maintenance works five NEL stations between NE17 Punggol &amp; NE13 Kovan will close earlier at around 11.00pm this Fri &amp; Sat – 12 &amp; 13 July. Shuttle Bus 21 will be in operation to serve the closed stations while Service 325 will run until 12.50am.- SBS Transit
2019-05-22,[CCL]: Due to a train fault please add additional 20 minutes of travelling time between #Promenade and #DhobyGhaut/#MarinaBay. Free regular services are available between #PayaLebar and #DhobyGhaut/#MarinaBay.- SMRT
2019-05-25,[NSL]: Due to a power fault pls add 30mins train travel time btwn #Newton and #MarinaSouthPier.- SMRT
2019-05-26,[CCL]: Due to Power Fault No train service btwn #MarinaBay and #Bayfront. Free regular bus services activated btwn #MarinaBay and #Payalebar.- SMRT
2019-05-26,[NSL]: Due to a power fault there is no train svc btwn #MarinaSouthPier and #Orchard.Free regular bus &amp; free bridging bus svcs are available btwn #MarinaSouthPier and #Newton. Pls seek alternative transport.- SMRT
2019-05-26,[NSL]: Due to a power fault there is no train svc btwn #MarinaSouthPier and #Orchard.Free regular bus &amp; free bridging bus svcs are available btwn #MarinaSouthPier and #Newton.- SMRT
2019-05-09,[CCL]: Due to a train fault please add an additional 15 minutes of travelling time between #Stadium and #DhobyGhaut. Free regular bus services are available between #PayaLebar and #DhobyGhaut / #MarinaBay.- SMRT
2019-05-14,Due to a train fault at Expo station additional travelling time of 10 minutes from Bedok Reservoir station to Expo station may be expected. We are sorry for the inconvenience.- SBS Transit
2019-03-24,[BPLRT] Due to a power fault there is no train service between Choa Chu Kang and Bukit Panjang stations. Free regular and bridging buses are available for all BPLRT stations.- SMRT
2019-03-27,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm this Fri &amp; Sat - Mar 29 &amp; 30. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-29,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight &amp; tomorrow night - Mar 29 &amp; 30. Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-30,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight - 30 Mar. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-04-01,Maintenance works on the power system at SW2 Farmway Station will be conducted on 6 &amp; 7 April 2019 from 1.30am to 4.30am. A section of Anchorvale Street in the direction of the Sengkang Sports Complex will also be closed during this period. http://bit.ly/2UpAgkR- SBS Transit
2019-04-02,[BPLRT] Due to a train fault there is no train service between Choa Chu Kang and Bukit Panjang stations. Free regular and bridging buses are available for all BPLRT stations.- SMRT
2019-04-05,Maintenance works on the power system at SW2 Farmway Station will be conducted on 6 &amp; 7 April 2019 from 1.30am to 4.30am. A section of Anchorvale Street in the direction of the Sengkang Sports Complex will also be closed during this period. http://bit.ly/2UpAgkR- SBS Transit
2019-04-12,To facilitate renewal and maintenance works along the North-South and East-West lines we will extend engineering hours with longer train service intervals and early closures of selected stations from April to June 2019. Please plan your journey ahead. http://bit.ly/2VMQbXK http://bit.ly/2D90n5C- SMRT
2019-03-15,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight &amp; tomorrow night - Mar 15 &amp; 16. Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-15,[CCL] Due to a signal fault no trains service is available btwn #DhobyGhaut/#Marina Bay and #Stadium. Free regular bus is available btwn #DhobyGhaut/#Marina Bay and #PayaLebar.- SMRT
2019-03-16,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight - 16 Mar. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-21,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm this Fri &amp; Sat - Mar 22 &amp; 23. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-23,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight - 23 Mar. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-24,[BPLRT] Due to a power fault there is no train service between Choa Chu Kang and Bukit Panjang stations. Free regular and bridging buses are available for all BPLRT stations.- SMRT
2019-03-02,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm tonight Mar 2. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-03-04,[NSL]: Due to a train fault pls add 30 mins train travel time btwn #JurongEast and #Woodlands.Free Regular bus is available between Choa Chu Kang and Woodlands- SMRT
2019-03-07,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm this Fri &amp; Sat - Mar 8 &amp; 9. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-09,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm tonight - 9 Mar. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-11,[EWL]: Due to a platform screen door fault at #Lakeside towards #PasirRis commuters are advised to add 15 mins train travel time from #JooKoon to #Lakeside.- SMRT
2019-03-11,[EWL] CLEARED: Platform screen door fault has been rectified. Normal train services have resumed. We are sorry for affecting your journey.- SMRT
2019-03-13,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm this Fri &amp; Sat - Mar 15 &amp; 16. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-03-14,Due to maintenance works train svcs on the NEL between NE1 HarbourFront &amp; NE6 Dhoby Ghaut will be affected by early closure at ard 11pm this Fri &amp; Sat - Mar 15 &amp; 16. Pls note: Shuttle Bus 22 will be in operation to serve the affected stns while Svcs 315 &amp; 325 will run until 1am.- SBS Transit
2019-02-21,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Feb 22 &amp; 23. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-02-22,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm tonight &amp; tomorrow night - Feb 22 &amp; 23. Pls note that Shuttle Bus 21 will be in operation to serve the closed stns while Svc 325 will run until 12.50am.- SBS Transit
2019-02-27,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Mar 1 &amp; 2. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-02-28,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Mar 1 &amp; 2. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-03-01,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm tonight &amp; tomorrow night - Mar 1 &amp; 2. Pls note that Shuttle Bus 21 will be in operation to serve the closed stns while Svc 325 will run until 12.50am.- SBS Transit
2019-03-02,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm tonight Mar 2. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-10,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 11 &amp; 12. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-22,[NSL]: Due to a train fault at Marsiling pls add 30mins train travel time from #Woodlands to #YewTee towards #JurongEast.- SMRT
2019-01-22,[NSL]: Due to an earlier train fault pls add 10mins train travel time from #Woodlands to #YewTee towards #JurongEast. Free regular bus svcs btwn #Woodlands and #YewTee are still available.- SMRT
2019-01-29,[CCL]: Due to a Track fault there is no train service between Telok Blangah and HarbourFront. Free regular bus services are available between Bouna Vista and HarbourFront.- SMRT
2019-01-29,[CCL]: Our engineers are rectifying the fault. Please expect additional 15mins travel time towards #HarbourFront due to track fault. Free regular bus services are available between #BuonaVista and #HarbourFront.- SMRT
2019-01-03,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 4 &amp; 5. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-07,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 11 &amp; 12. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-08,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 11 &amp; 12. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-09,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 11 &amp; 12. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-10,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 11 &amp; 12. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2018-12-14,From Sun (13 Jan 2019) the BPLRT will close earlier at 11.30pm daily to allow our teams to intensify and accelerate maintenance and system renewal works. Svc C will be permanently closed from 13 Jan. Plan your journey ahead and seek alternative routes. http://bit.ly/2GdvvVG http://bit.ly/2rJQllH- SMRT
2018-12-19,Due to maintenance works train svcs on the NEL between NE12 Serangoon &amp; NE17 Punggol will end earlier at abt 11pm on Fri &amp; Sat - Jan 4 &amp;5 and 11 &amp; 12 Feb 22 &amp; 23 and Mar 1 &amp; 2. Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am- SBS Transit
2018-12-31,[NSL]: Due to track maintenance work south-bound trains from #YioChuKang to #Bishan are travelling slower till end of service. Please add 10 mins train travel time to your journey.- SMRT
2019-01-01,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 4 &amp; 5. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-02,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 4 &amp; 5. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2019-01-03,Due to maintenance works train svcs on the NEL between NE12 Serangoon and NE17 Punggol will end earlier at around 11pm this Fri and Sat - Jan 4 &amp; 5. Pls note that Shuttle Bus 21 will be in operation to serve the closed stations while Svc 325 will run until 12.50am.- SBS Transit
2018-12-09,[BPLRT] Due to a power fault there will be no train services system-wide. Free regular and bridging bus services are available at all affected stations.- SMRT
2018-12-11,[EWL]: Due to an accident during track maintenance there is no train svc btwn #GulCircle and #BoonLay. Free Bus bridging service is available between #GulCircle and #BoonLay.- SMRT
2018-12-11,[EWL]:Due to an accident during track maintenance there is no train svc btwn #GulCircle and #BoonLay. Free regular bus and free bridging services are available between #GulCircle and #BoonLay.- SMRT
2018-12-11,[EWL]:Due to an accident during track maintenance there is no train svc btwn #GulCircle and #BoonLay. Free regular bus and free bridging services are available between #GulCircle and #BoonLay- SMRT
2018-11-07,[BPLRT] No service system-wide due to a power fault. Free regular &amp; bridging bus services are available at all affected stations.- SMRT
2018-11-11,[CCL] Due to signal fault no train service between #MarinaBay / #DhobyGhaut to #PayaLebar stations. Free buses are available at affected stations.- SMRT
2018-11-13,[NSL]: Due to a signalling fault pls add 20mins train travel time btwn #Yishun and #Admiralty. Free bridging bus svcs btwn #Yishun and #Woodlands.- SMRT
2018-10-15,15/10 4.18pm: No NEL svc btwn Farrer Park NE8 &amp; Potong Pasir NE10 due to power fault. Free bus rides available at affected NEL stations. We are sorry- SBS Transit
2018-10-15,15/10 4.06pm: NEL svc is delayed due to a power fault at Farrer Park NE8. Additional travel time of abt 20 minutes may be expected for both bounds- SBS Transit
2018-10-29,From this Sunday (4 Nov) train services on the BPLRT will resume normal operating hrs. Since 1 July BPLRT stations opened later at approx. 8am on Sundays for maintenance works. We thank you for your patience and support as we continue our efforts to bring you better journeys. http://bit.ly/2EPDEz0- SMRT
2018-10-29,DTL svc between Expo &amp; Bukit Panjang is delayed due to a train fault. Additional travelling time 10 mins may be expected. We are sorry for the inconvenience caused.- SBS Transit
2018-10-29,DTL svc between Expo &amp; Bukit Panjang both bound is delayed due to a train fault. Additional travelling time 20 mins may be expected. Free passing-by buses activated between DT14 Bugis to DT26 MacPherson both directions. We are sorry for the inconvenience caused- SBS Transit
2018-09-18,[EWL]: Due to a platform screen door fault pls add 15mins train travel time from #JooKoon to #JurongEast towards #PasirRis.- SMRT
2018-09-18,[EWL]: Due to a platform screen door fault pls add 15mins train travel time from #JooKoon to #JurongEast towards #PasirRis.- SMRT
2018-09-18,[EWL]: Due to a track point fault at #Clementi train service btwn #JurongEast and #Clementi will be delayed for 30mins. Free regular bus service is available between #JurongEast and #Queenstown.- SMRT
2018-09-19,[EWL]: Due to a track point fault at #Clementi train service btwn #JurongEast and #Clementi will be delayed for 30mins. Free regular bus service is available between #JurongEast and #Queenstown.- SMRT
2018-07-27,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltyFriday 27 July: Early Closure at 11pmThere will be no late openings.Shuttle buses will be available.
2018-07-28,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltySaturday 28 July: Early Closure at 11pmThere will be no late openings.Shuttle buses will be available.
2018-06-29,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangFriday 29 June: Early Closure at 11pmSaturday 30 June: Late Opening at 8am Shuttle buses will be available.
2018-06-30,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangSaturday 30 June: Early Closure at 11pmSunday 1 July: Late Opening at 8am Shuttle buses will be available.
2018-07-06,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltyFriday 6 July: Early Closure at 11pmThere will be no late openings this month.Shuttle buses will be available.
2018-07-07,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltySaturday 7 July: Early Closure at 11pmThere will be no late openings this month.Shuttle buses will be available.
2018-07-13,0820hrs NEL service towards HarbourFront NE1 is delayed due to a train fault at Outram NE3. Additional travel time of about 10 minutes may be expected both bound. We are sorry for the inconvenience caused.- SBS Transit
2018-07-13,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltyFriday 13 July: Early Closure at 11pmThere will be no late openings this month.Shuttle buses will be available.
2018-07-14,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltySaturday 14 July: Early Closure at 11pmThere will be no late openings this month.Shuttle buses will be available.
2018-07-19,[CCL]: Due to signalling fault train services along the Circle Line will be operate slower than normal.  Free regular bus services are available across the Circle Line.  We apologise for the inconvenience.- SMRT
2018-07-20,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltyFriday 20 July: Early Closure at 11pmThere will be no late openings.Shuttle buses will be available.
2018-07-21,North South Line Maintenance WorksAffected stations - Bukit Gombak to AdmiraltySaturday 21 July: Early Closure at 11pmThere will be no late openings.Shuttle buses will be available.
2018-07-21,DTL svc is delayed due to a signalling fault. Add’l travel time of up to 10 minutes may be expected. We are sorry.- SBS Transit
2018-06-01,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangFriday 1 June: Early Closure at 11pmSaturday 2 June: Late Opening at 8am Shuttle buses will be available.
2018-06-02,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangSaturday 2 June: Early Closure at 11pmSunday 3 June: Late Opening at 8am Shuttle buses will be available.
2018-06-08,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangFriday 8 June: Early Closure at 11pmSaturday 9 June: Late Opening at 8am Shuttle buses will be available.
2018-06-09,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangSaturday 9 June: Early Closure at 11pmSunday 10 June: Late Opening at 8am Shuttle buses will be available.
2018-06-10,No DTL Svc between MacPherson &amp; Bedok Resevoir Stations due to power fault. We are sorry for the inconvenience.- SBS Transit
2018-06-10,No DTL svc between MacPherson &amp; Bedok resevoir stations due to power faults. Free boarding of Passing-by buses available. Shuttle buses have been activated. We are sorry- SBS Transit
2018-06-22,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangFriday 22 June: Early Closure at 11pmSaturday 23 June: Late Opening at 8am Shuttle buses will be available.
2018-06-22,[BPLRT] Due to a power fault no train service is availableon BPLRT. Free bus services are available. We are sorry.- SMRT
2018-06-23,North South Line Maintenance WorksAffected stations - Admiralty to Yio Chu KangSaturday 23 June: Early Closure at 11pmSunday 24 June: Late Opening at 8am Shuttle buses will be available.
2018-05-18,[EWL]: Due to a train fault pls add 20mins train travel time from #BoonLay to #Queenstown towards #PasirRis.- SMRT
2018-05-19,[BPLRT] Due to a train fault between BP5 Phoenix and BP6 Bukit Panjang there is no train service on BPLRT. Free bus services are available. We are sorry.- SMRT
2018-05-17,[NSL]: Due to a platform screen door fault pls add 15mins train travel time from #AngMoKio to #DhobyGhaut towards #MarinaSouthPier.- SMRT
2018-04-10,0730h/ NEL service towards HarbourFront NE1 is delayed due to a trainfault Little India. Additional travel time of about 15minutes may be expected. We are sorry for the inconvenience caused.- SBS Transit
2018-04-10,11/04 7.55am: NEL delay - Due to train fault at LTI no train svc frm Outram to Potong Pasir bth bound free bus rides available frm OTP to PTP. We are sorry.- SBS Transit
2018-04-11,7.58am: NEL delay - Due to train fault at Little India trains are moving slower speed. Please add 30 minutes of travelling time between Punggol and HarbourFront. Free bus boarding are available from Outram Park to Potong Pasir stations.- SBS Transit
2018-04-11,11/04 7.58am: NEL delay - Due to train fault at LTI additional travel time of about 30 minutes may be expected bth bound. We are sorry.- SBS Transit
2018-04-11,08:17am: NEL delay - Due to train fault at Little India trains are moving slower speed. Please add 30 minutes of travelling time between Punggol and HarbourFront. Free bus bridging are available from Outram Park to Potong Pasir stations.- SBS Transit
2018-04-13,Please take note that MRT services on all East West Line stations will end earlier today (Fri - 13 April) at 11pm and begin operations later tomorrow (Sat - 14 April) at 8am due to maintenance works. Shuttle buses will be available.
2018-04-14,Please take note that MRT services on all East West Line stations will end earlier today (Sat - 14 April) at 11pm and begin operations later tomorrow (Sun - 15 April) at 8am due to maintenance works. Shuttle buses will be available.
2018-04-18,[EWL]: Due to a track fault pls add 30mins train travel time between #Tampines and #PasirRis. Free regular bus svcs between #Tampines and #PasirRis. Our station staff will assist.- SMRT
2018-03-23,MRT services on all East West Line stations will end earlier today (Fri - 23 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-23,MRT services on all East West Line stations will begin operations later at 8am tomorrow (Sat - 24 March) due to maintenance works. Shuttle buses will be available.
2018-03-24,MRT services on all East West Line stations will end earlier today (Sat - 24 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-24,MRT services on all East West Line stations will begin operations later at 8am tomorrow (Sun - 25 March) due to maintenance works. Shuttle buses will be available.
2018-03-30,MRT services on all East West Line stations will end earlier today (Fri - 30 March) at 11pm and begin operations later tomorrow (Sat - 31 March) at 8am due to maintenance works. Shuttle buses will be available.
2018-03-31,MRT services on all East West Line stations will end earlier tonight (Sat - 31 March) at 11pm and begin operations later tomorrow (Sun - 1 April) at 8am due to maintenance works. Shuttle buses will be available.
2018-04-06,Please take note that MRT services on all East West Line stations will end earlier today (Fri - 6 April) at 11pm and begin operations later tomorrow (Sat - 7 April) at 8am due to maintenance works. Shuttle buses will be available.
2018-04-07,Please take note that MRT services on all East West Line stations will end earlier today (Sat - 7 April) at 11pm and begin operations later tomorrow (Sun - 8 April) at 8am due to maintenance works. Shuttle buses will be available.
2018-04-08,[EWL]: Due to a track fault pls add 15mins train travel time from #JurongEast to #JooKoon towards #JooKoon.- SMRT
2018-03-02,MRT services on ALL East West Line stations will end earlier today (2nd March) at 11pm due to maintenance works. Shuttle buses will be available. Please make necessary arrangements.
2018-03-02,MRT services on ALL East West Line stations will begin operations later at 8am tomorrow (3rd March) due to maintenance works. Shuttle buses will be available. Please make necessary arrangements.
2018-03-03,MRT services on ALL East West Line stations will end earlier today (3rd March) at 11pm due to maintenance works. Shuttle buses will be available. Please make necessary arrangements.
2018-03-03,MRT services on ALL East West Line stations will begin operations later at 8am tomorrow (4th March) due to maintenance works. Shuttle buses will be available. Please make necessary arrangements.
2018-03-09,MRT services on ALL East West Line stations will end earlier today (9 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-09,MRT services on ALL East West Line stations will begin operations later at 8am tomorrow (10 March) due to maintenance works. Shuttle buses will be available.
2018-03-10,MRT services on ALL East West Line stations will end earlier today (10 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-10,MRT services on ALL East West Line stations will begin operations later at 8am tomorrow (11 March) due to maintenance works. Shuttle buses will be available.
2018-03-12,MRT services on ALL East West Line stations will end earlier today (12 March) at 10.30pm due to maintenance works. Shuttle buses will be available.
2018-03-14,MRT services on ALL East West Line stations will end earlier today (14 March) at 10.30pm due to maintenance works. Shuttle buses will be available.
2018-03-16,Due to an earlier train fault at Beauty World train service was delayed by about 15mins towards Expo. Normal service has now resumed.- SBS Transit
2018-03-16,MRT services on all East West Line stations will end earlier today (Fri - 16 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-16,MRT services on all East West Line stations will begin operations later at 8am tomorrow (Sat - 17 March) due to maintenance works. Shuttle buses will be available.
2018-03-17,MRT services on all East West Line stations will end earlier today (Sat - 17 March) at 11pm due to maintenance works. Shuttle buses will be available.
2018-03-17,MRT services on all East West Line stations will begin operations later at 8am tomorrow (Sun - 18 March) due to maintenance works. Shuttle buses will be available.
